Date,Distric,Location,Latitude,Longitude,Rainfalls_mm,Relative_Humidity_Day,Relative_Humidity_Night,Temperature_Min,Temperature_Max,Average_Wind_Speed_km/h,Land Cover,Landform,Disaster Occurrence,Disaster Type,Severity,Nearest Shelter_km
5/9/2021,Rathnapura,Godakawela,6.2829,80.7728,25.2,77,98,23,34.4,1.8,Forest,Valley,Yes,Flood,High,8
6/12/2021,Rathnapura,Kahawaththa,6.2992,80.2627,10,78,78,23.5,32.1,1.6,Urban,Mountain,No,No,No,16.7
5/7/2016,Rathnapura,Balangoda,6.2829,80.7728,40.7,84,99,23.4,32.1,2.7,Urban,Plateau,Yes,LandSlide,High,9.5
7/10/2016,Rathnapura,Elapatha,6.3993,80.6283,4.3,75,78,24.6,31.4,2.3,Urban,Valley,No,No,No,18.4
5/24/2021,Rathnapura,Balangoda,6.3993,80.6283,97.6,93,96,24.1,28,2.4,Grassland,Valley,No,No,No,8
3/4/2016,Rathnapura,Pelmadulla,6.2992,80.2627,0,67,89,23.5,36.4,1.6,Grassland,Valley,No,No,No,10.1
9/6/2021,Rathnapura,Nivithigala,6.3993,80.6283,33.9,82,96,23.9,30.4,3.1,Grassland,Valley,No,No,No,16.7
5/14/2016,Rathnapura,Godakawela,6.2829,80.7728,35,88,98,23.9,31.3,3.1,Forest,Mountain,Yes,Flood,Medium,18.4
5/2/2016,Rathnapura,Godakawela,6.6828,80.3992,15.9,88,98,23.8,34,2.3,Forest,Plateau,No,No,No,12.5
3/7/2016,Rathnapura,Balangoda,6.6828,80.3992,32.6,65,96,23.3,35,2.5,Forest,Valley,Yes,Flood,Medium,8
8/9/2021,Rathnapura,Kalawana,6.3993,80.6283,25.3,89,95,23.5,29.8,1.3,Grassland,Valley,No,No,No,6
10/19/2021,Rathnapura,Pelmadulla,6.6828,80.3992,47.1,82,96,23.4,32.2,3.4,Forest,Plateau,Yes,Flood,Medium,8.9
10/16/2021,Rathnapura,Ayagama,6.2992,80.2627,16.2,80,95,24.4,29.2,2.1,Grassland,Plateau,Yes,Flood,Medium,7.4
5/17/2016,Rathnapura,Kalawana,6.7182,80.3129,47.7,95,97,23.9,29.3,1.8,Forest,Mountain,Yes,Flood,Medium,12.5
4/1/2021,Rathnapura,Pelmadulla,6.9826,80.6728,0,70,93,24.6,33.4,1.8,Forest,Plateau,No,No,No,12.5
9/15/2021,Rathnapura,Kiriella,6.7182,80.3129,24.9,87,96,24.2,31,1.8,Forest,Plateau,Yes,Flood,High,11.2
3/27/2016,Rathnapura,Godakawela,6.3993,80.6283,20.6,60,97,24.7,36,2.6,Urban,Valley,Yes,Flood,Medium,12.5
6/5/2021,Rathnapura,Opanayaka,6.2992,80.2627,5.5,84,84,23.3,30.5,3,Grassland,Mountain,Yes,LandSlide,High,10.1
9/28/2021,Rathnapura,Embilipitiya,6.6828,80.3992,18.3,87,87,22.2,28.3,2.2,Forest,Mountain,No,No,No,9.5
7/26/2016,Rathnapura,Weligepola,6.7182,80.3129,28.3,91,98,24.1,30.3,1.6,Forest,Plateau,No,No,No,10.5
5/17/2016,Rathnapura,Kalawana,6.7182,80.3129,47.7,95,97,23.9,29.3,1.8,Forest,Mountain,Yes,Flood,Medium,12.5
9/25/2021,Rathnapura,Weligepola,6.2992,80.2627,7.7,83,91,23.5,30.5,1.8,Forest,Plateau,No,No,No,7.4
8/30/2021,Rathnapura,Godakawela,6.3993,80.6283,0.2,75,87,22.5,30.2,2.5,Urban,Valley,No,No,No,8.9
5/14/2021,Rathnapura,Nivithigala,6.6228,80.1178,3.1,79,94,22.8,31.5,2.2,Forest,Valley,No,No,No,14.1
3/28/2016,Rathnapura,Opanayaka,6.6828,80.3992,5.8,72,98,23.5,35.9,2.5,Forest,Mountain,Yes,Flood,Medium,8
3/31/2016,Rathnapura,Pelmadulla,6.6228,80.1178,0,77,94,21.7,34.5,2.3,Grassland,Mountain,No,No,No,7.2
5/27/2021,Rathnapura,Kahawaththa,6.9826,80.6728,18.4,83,92,23.4,30.3,2.9,Forest,Valley,No,No,No,18.4
5/8/2021,Rathnapura,Godakawela,6.2992,80.2627,37.7,81,97,23.2,33.5,2.3,Forest,Plateau,Yes,Flood,High,12.5
2/9/2021,Rathnapura,Pelmadulla,6.6828,80.3992,0,69,96,22.4,33.9,2.6,Grassland,Valley,No,No,No,8
3/9/2021,Rathnapura,Kolonna,6.6828,80.3992,2.5,83,97,21.9,33.8,3.1,Forest,Mountain,No,No,No,16.7
3/2/2021,Rathnapura,Kalawana,6.6828,80.3992,0,59,96,21.5,35.8,2.5,Forest,Valley,No,No,No,10.1
2/20/2016,Rathnapura,Rathnapura,6.2829,80.7728,4.5,85,98,23.8,32.9,2.7,Forest,Valley,Yes,Flood,Medium,12.5
3/15/2016,Rathnapura,Weligepola,6.7182,80.3129,2.9,68,97,23.6,34.6,2.5,Urban,Valley,No,No,No,20.2
1/7/2021,Rathnapura,Nivithigala,6.9826,80.6728,0,77,80,22.5,31.8,2.3,Grassland,Plateau,No,No,No,18.4
4/20/2021,Rathnapura,Nivithigala,6.6828,80.3992,3.5,81,97,24,33.5,3.1,Grassland,Plateau,No,No,No,8
5/22/2021,Rathnapura,Nivithigala,6.2992,80.2627,15.4,81,90,23,31.5,2.5,Grassland,Valley,No,No,No,11.2
5/2/2021,Rathnapura,Kolonna,6.2829,80.7728,1.8,78,96,23.4,33.7,1.6,Urban,Mountain,No,No,No,10.1
8/22/2016,Rathnapura,Kalawana,6.6828,80.3992,11.2,92,96,24.2,28.5,1.6,Forest,Mountain,No,No,No,20.2
3/27/2016,Rathnapura,Godakawela,6.3993,80.6283,20.6,60,97,24.7,36,2.6,Urban,Valley,Yes,Flood,Medium,12.5
2/27/2016,Rathnapura,Kalawana,6.2829,80.7728,0,66,97,22,35.7,3.1,Urban,Valley,No,No,No,12.5
6/13/2021,Rathnapura,Opanayaka,6.2829,80.7728,82.9,85,85,24.1,31.5,1.9,Forest,Valley,No,No,No,14.1
3/23/2016,Rathnapura,Nivithigala,6.9826,80.6728,0,65,90,23.6,35.8,2.5,Forest,Valley,No,No,No,9.2
8/23/2021,Rathnapura,Godakawela,6.3993,80.6283,0,67,90,22.9,33.1,3.1,Forest,Valley,No,No,No,8.9
3/20/2021,Rathnapura,Godakawela,6.2992,80.2627,9.5,75,95,23.5,32.1,2.7,Urban,Plateau,No,No,No,8
5/14/2016,Rathnapura,Godakawela,6.2829,80.7728,35,88,98,23.9,31.3,3.1,Forest,Mountain,Yes,Flood,Medium,18.4
3/30/2016,Rathnapura,Pelmadulla,6.9826,80.6728,87.6,80,98,23,33.6,2.5,Grassland,Plateau,Yes,Flood,Medium,4.6
5/1/2021,Rathnapura,Kolonna,6.2992,80.2627,50.5,82,97,24.3,32.4,1.8,Forest,Valley,No,No,No,9.5
1/5/2021,Rathnapura,Opanayaka,6.6828,80.3992,0,79,94,22.5,32.4,3.1,Forest,Plateau,No,No,No,8.9
6/21/2016,Rathnapura,Kuruwita,6.7182,80.3129,2.4,80,83,22.7,30.9,3,Forest,Plateau,No,No,No,6
3/11/2021,Rathnapura,Kolonna,6.9826,80.6728,28.2,75,97,22.4,33,2.3,Grassland,Mountain,No,No,No,12.5
7/4/2016,Rathnapura,Kahawaththa,6.6828,80.3992,0,69,81,25,32.9,2.3,Grassland,Valley,No,No,No,7.4
7/10/2016,Rathnapura,Elapatha,6.3993,80.6283,4.3,75,78,24.6,31.4,2.3,Urban,Valley,No,No,No,18.4
3/14/2021,Rathnapura,Kolonna,6.2829,80.7728,5.6,82,96,23.6,33.6,2.7,Forest,Valley,No,No,No,8.9
8/22/2021,Rathnapura,Godakawela,6.2829,80.7728,0.4,84,96,23.2,30.4,2.7,Forest,Mountain,No,No,No,7.4
8/17/2016,Rathnapura,Pelmadulla,6.9826,80.6728,2.9,71,84,25.2,30.8,1.9,Forest,Plateau,No,No,No,8.9
7/1/2021,Rathnapura,Godakawela,6.9826,80.6728,37.9,93,96,23.7,30,3,Forest,Plateau,No,No,No,4.6
8/26/2016,Rathnapura,Godakawela,6.2992,80.2627,1,75,85,24.1,31.1,1.7,Grassland,Valley,No,No,No,12.5
7/12/2021,Rathnapura,Pelmadulla,6.3993,80.6283,3.8,77,91,25,30.1,3.1,Urban,Plateau,No,No,No,18.4
5/11/2021,Rathnapura,Godakawela,6.6828,80.3992,48.8,70,96,24,34,1.8,Grassland,Mountain,Yes,Flood,High,20.2
1/6/2021,Rathnapura,Pelmadulla,6.7182,80.3129,0,78,70,23.2,32.5,2.5,Grassland,Plateau,No,No,No,20.2
1/26/2021,Rathnapura,Godakawela,6.6828,80.3992,0,68,69,22.1,32.1,2.7,Urban,Valley,No,No,No,8.9
3/26/2021,Rathnapura,Balangoda,6.6228,80.1178,7.9,73,95,22.6,34,1.8,Grassland,Plateau,No,No,No,8
5/11/2021,Rathnapura,Godakawela,6.6828,80.3992,48.8,70,96,24,34,1.8,Grassland,Mountain,Yes,Flood,High,20.2
1/11/2021,Rathnapura,Godakawela,6.3993,80.6283,5.3,84,85,23.7,30.2,3.1,Urban,Plateau,No,No,No,11.9
3/27/2016,Rathnapura,Godakawela,6.3993,80.6283,20.6,60,97,24.7,36,2.6,Urban,Valley,Yes,Flood,Medium,12.5
9/17/2021,Rathnapura,Elapatha,6.6228,80.1178,24.8,88,97,24.1,30.4,2.7,Forest,Valley,Yes,Flood,High,8
10/16/2021,Rathnapura,Ayagama,6.2992,80.2627,16.2,80,95,24.4,29.2,2.1,Grassland,Plateau,Yes,Flood,Medium,7.4
4/21/2021,Rathnapura,Kalawana,6.7182,80.3129,9.6,84,97,24.8,32.7,2.7,Forest,Plateau,No,No,No,8.9
7/24/2016,Rathnapura,Kalawana,6.3993,80.6283,13.4,87,97,23.9,29.4,2.3,Grassland,Mountain,No,No,No,4.6
4/7/2016,Rathnapura,Godakawela,6.6228,80.1178,0,76,94,22.2,34.8,1.8,Forest,Mountain,No,No,No,8
1/8/2021,Rathnapura,Kalawana,6.6228,80.1178,0.2,84,92,24,32.3,1.8,Grassland,Plateau,No,No,No,16.7
3/17/2021,Rathnapura,Godakawela,6.7182,80.3129,0,75,95,22.4,33,2.3,Urban,Valley,No,No,No,10.1
8/25/2021,Rathnapura,Godakawela,6.7182,80.3129,15.2,90,97,23.2,30.3,2.3,Grassland,Valley,No,No,No,9.5
9/22/2021,Rathnapura,Nivithigala,6.7182,80.3129,0.9,75,95,23.4,32.9,2.3,Grassland,Valley,No,No,No,14.1
7/16/2016,Rathnapura,Kalawana,6.2829,80.7728,8.3,81,95,23.6,31,3.1,Grassland,Plateau,No,No,No,8.9
9/19/2021,Rathnapura,Imbulpe,6.2829,80.7728,0,75,94,23.5,32.7,2.7,Grassland,Valley,Yes,LandSlide,Medium,20.2
3/30/2016,Rathnapura,Pelmadulla,6.9826,80.6728,87.6,80,98,23,33.6,2.5,Grassland,Plateau,Yes,Flood,Medium,4.6
6/5/2021,Rathnapura,Opanayaka,6.2992,80.2627,5.5,84,84,23.3,30.5,3,Grassland,Mountain,Yes,LandSlide,High,10.1
10/20/2021,Rathnapura,Nivithigala,6.7182,80.3129,4,83,97,22,30.8,3,Urban,Plateau,Yes,LandSlide,Medium,11.2
5/9/2021,Rathnapura,Godakawela,6.2829,80.7728,25.2,77,98,23,34.4,1.8,Forest,Valley,Yes,Flood,High,8
2/16/2016,Rathnapura,Embilipitiya,6.7182,80.3129,0,80,96,22.9,31.7,2.5,Forest,Plateau,No,No,No,9.2
3/30/2016,Rathnapura,Pelmadulla,6.9826,80.6728,87.6,80,98,23,33.6,2.5,Grassland,Plateau,Yes,Flood,Medium,4.6
10/17/2021,Rathnapura,Imbulpe,6.2829,80.7728,19.6,77,93,22.8,31,3.3,Grassland,Plateau,Yes,Flood,Medium,8.9
10/3/2021,Rathnapura,Kolonna,6.2829,80.7728,1.7,79,95,23.3,31.1,2.6,Grassland,Mountain,No,No,No,8.9
4/26/2016,Rathnapura,Opanayaka,6.7182,80.3129,37.2,79,98,25.7,35.4,2.3,Grassland,Plateau,No,No,No,8
7/28/2021,Rathnapura,Imbulpe,6.7182,80.3129,11.7,78,96,23.6,30.8,2.3,Forest,Plateau,No,No,No,7.4
8/18/2016,Rathnapura,Pelmadulla,6.6228,80.1178,6.1,77,91,24.2,31.4,1.7,Urban,Plateau,No,No,No,11.2
5/8/2021,Rathnapura,Godakawela,6.2992,80.2627,37.7,81,97,23.2,33.5,2.3,Forest,Plateau,Yes,Flood,High,12.5
3/28/2016,Rathnapura,Opanayaka,6.6828,80.3992,5.8,72,98,23.5,35.9,2.5,Forest,Mountain,Yes,Flood,Medium,8
3/29/2016,Rathnapura,Pelmadulla,6.7182,80.3129,10.1,68,98,23,35.4,2.1,Urban,Valley,Yes,Flood,Medium,8.9
9/30/2021,Rathnapura,Kolonna,6.9826,80.6728,1.5,79,96,24.3,30.3,1.9,Forest,Plateau,No,No,No,11.2
9/15/2021,Rathnapura,Kiriella,6.7182,80.3129,24.9,87,96,24.2,31,1.8,Forest,Plateau,Yes,Flood,High,11.2
3/22/2021,Rathnapura,Godakawela,6.3993,80.6283,6.2,81,95,22.5,34.1,2.7,Grassland,Plateau,No,No,No,20.2
10/14/2021,Rathnapura,Rathnapura,6.9826,80.6728,3.4,79,92,23.5,31.5,1.8,Forest,Plateau,No,No,No,12.5
4/28/2021,Rathnapura,Nivithigala,6.7182,80.3129,9.3,74,95,23.6,34.7,3.1,Forest,Valley,No,No,No,7.4
4/13/2021,Rathnapura,Godakawela,6.6828,80.3992,1.2,79,96,22.9,33.7,1.3,Forest,Valley,No,No,No,7.2
5/26/2016,Rathnapura,Pelmadulla,6.6228,80.1178,2.6,81,95,24,32.3,1.5,Urban,Plateau,No,No,No,8
5/12/2021,Rathnapura,Godakawela,6.7182,80.3129,27.9,85,96,24.8,32,1.4,Forest,Valley,Yes,LandSlide,Medium,18.4
7/14/2016,Rathnapura,Pelmadulla,6.6228,80.1178,1.1,79,91,23.4,30.3,3.1,Grassland,Mountain,No,No,No,11.9
5/19/2021,Rathnapura,Opanayaka,6.7182,80.3129,3.7,80,96,24.7,32.6,2.6,Forest,Valley,No,No,No,9.2
2/3/2021,Rathnapura,Kalawana,6.7182,80.3129,0,83,73,22.4,29.7,1.3,Grassland,Valley,No,No,No,8.9
3/3/2021,Rathnapura,Balangoda,6.7182,80.3129,0,55,96,21.7,35.7,2.3,Forest,Plateau,No,No,No,11.2
8/23/2016,Rathnapura,Balangoda,6.7182,80.3129,17.7,89,90,24.3,27.7,1.7,Forest,Mountain,No,No,No,18.4
5/5/2016,Rathnapura,Nivithigala,6.6228,80.1178,10.9,71,98,24.3,35.3,2.7,Urban,Plateau,No,No,No,8.9
3/31/2021,Rathnapura,Pelmadulla,6.7182,80.3129,0,71,91,23.4,34,2.3,Forest,Plateau,No,No,No,14.1
10/2/2021,Rathnapura,Kolonna,6.2992,80.2627,0,79,96,21.7,31.2,1.5,Grassland,Valley,No,No,No,8
7/2/2021,Rathnapura,Godakawela,6.6228,80.1178,5.6,75,95,21.9,31.3,2.9,Forest,Plateau,No,No,No,7.2
3/28/2016,Rathnapura,Opanayaka,6.6828,80.3992,5.8,72,98,23.5,35.9,2.5,Forest,Mountain,Yes,Flood,Medium,8
7/13/2016,Rathnapura,Opanayaka,6.9826,80.6728,0.3,71,89,22.3,31.2,2.7,Urban,Valley,No,No,No,12.5
9/18/2021,Rathnapura,Ayagama,6.2992,80.2627,14.8,85,97,24,31.2,3.1,Forest,Mountain,Yes,Flood,High,8.9
10/11/2021,Rathnapura,Eheliyagoda,6.3993,80.6283,10.5,82,88,23,30.1,2.9,Forest,Valley,No,No,No,18.4
5/17/2016,Rathnapura,Kalawana,6.7182,80.3129,47.7,95,97,23.9,29.3,1.8,Forest,Mountain,Yes,Flood,Medium,12.5
3/9/2016,Rathnapura,Godakawela,6.9826,80.6728,0,72,95,24.4,35.3,1.8,Grassland,Valley,No,No,No,20.2
9/15/2021,Rathnapura,Kiriella,6.7182,80.3129,24.9,87,96,24.2,31,1.8,Forest,Plateau,Yes,Flood,High,11.2
9/15/2021,Rathnapura,Kiriella,6.7182,80.3129,24.9,87,96,24.2,31,1.8,Forest,Plateau,Yes,Flood,High,11.2
7/7/2016,Rathnapura,Kalthota,6.6228,80.1178,0,65,86,24.1,33.6,2.7,Grassland,Mountain,No,No,No,9.5
1/11/2021,Rathnapura,Godakawela,6.3993,80.6283,5.3,84,85,23.7,30.2,3.1,Urban,Plateau,No,No,No,11.9
9/1/2021,Rathnapura,Pelmadulla,6.7182,80.3129,15.4,78,95,23.3,31.8,1.8,Urban,Valley,No,No,No,12.5
3/4/2016,Rathnapura,Pelmadulla,6.2992,80.2627,0,67,89,23.5,36.4,1.6,Grassland,Valley,No,No,No,10.1
3/15/2016,Rathnapura,Weligepola,6.7182,80.3129,2.9,68,97,23.6,34.6,2.5,Urban,Valley,No,No,No,20.2
10/20/2021,Rathnapura,Nivithigala,6.7182,80.3129,4,83,97,22,30.8,3,Urban,Plateau,Yes,LandSlide,Medium,11.2
9/23/2021,Rathnapura,Kalawana,6.9826,80.6728,6.5,79,94,24,32.2,1.8,Forest,Mountain,No,No,No,12.5
8/1/2021,Rathnapura,Kalawana,6.2829,80.7728,0.3,73,85,24.4,31.7,3.1,Urban,Plateau,No,No,No,10.1
2/18/2016,Rathnapura,Kalthota,6.6228,80.1178,0.5,76,98,23.5,31.4,1.8,Grassland,Plateau,No,No,No,10.1
3/25/2016,Rathnapura,Balangoda,6.2992,80.2627,0,63,96,23.7,36.2,1.8,Grassland,Valley,No,No,No,10.1
6/16/2021,Rathnapura,Kalawana,6.7182,80.3129,0.9,71,71,24.2,31.8,3.1,Grassland,Valley,No,No,No,20.2
7/24/2016,Rathnapura,Kalawana,6.3993,80.6283,13.4,87,97,23.9,29.4,2.3,Grassland,Mountain,No,No,No,4.6
3/30/2016,Rathnapura,Pelmadulla,6.9826,80.6728,87.6,80,98,23,33.6,2.5,Grassland,Plateau,Yes,Flood,Medium,4.6
9/29/2021,Rathnapura,Kolonna,6.7182,80.3129,0,69,87,22.1,31.6,2.5,Forest,Valley,No,No,No,10.1
9/17/2021,Rathnapura,Elapatha,6.6228,80.1178,24.8,88,97,24.1,30.4,2.7,Forest,Valley,Yes,Flood,High,8
2/16/2016,Rathnapura,Embilipitiya,6.7182,80.3129,0,80,96,22.9,31.7,2.5,Forest,Plateau,No,No,No,9.2
1/11/2021,Rathnapura,Godakawela,6.3993,80.6283,5.3,84,85,23.7,30.2,3.1,Urban,Plateau,No,No,No,11.9
4/24/2016,Rathnapura,Godakawela,6.3993,80.6283,0,73,97,25.3,34.4,3.1,Grassland,Mountain,No,No,No,11.2
8/29/2016,Rathnapura,Kolonna,6.6828,80.3992,1.5,73,91,23.9,31.5,2.7,Urban,Valley,No,No,No,8.9
3/23/2021,Rathnapura,Godakawela,6.6828,80.3992,0.5,77,96,22.3,33.1,3.1,Grassland,Plateau,No,No,No,18.4
8/21/2016,Rathnapura,Nivithigala,6.3993,80.6283,3.9,81,93,24.2,31.4,1.6,Forest,Mountain,No,No,No,8.9
4/4/2021,Rathnapura,Nivithigala,6.2829,80.7728,0,61,94,20.3,33.8,3.1,Urban,Mountain,No,No,No,8.9
5/17/2016,Rathnapura,Kalawana,6.7182,80.3129,47.7,95,97,23.9,29.3,1.8,Forest,Mountain,Yes,Flood,Medium,12.5
8/31/2016,Rathnapura,Kiriella,6.9826,80.6728,27.8,89,97,23.9,29.6,2.5,Urban,Valley,No,No,No,9.5
2/6/2021,Rathnapura,Godakawela,6.2992,80.2627,19,76,95,22.5,32,1.9,Urban,Valley,No,No,No,10.1
5/8/2021,Rathnapura,Godakawela,6.2992,80.2627,37.7,81,97,23.2,33.5,2.3,Forest,Plateau,Yes,Flood,High,12.5
10/16/2021,Rathnapura,Ayagama,6.2992,80.2627,16.2,80,95,24.4,29.2,2.1,Grassland,Plateau,Yes,Flood,Medium,7.4
7/9/2016,Rathnapura,Rathnapura,6.2829,80.7728,1.5,75,90,25.1,31.3,2.5,Urban,Mountain,No,No,No,20.2
1/26/2021,Rathnapura,Godakawela,6.6828,80.3992,0,68,69,22.1,32.1,2.7,Urban,Valley,No,No,No,8.9
8/29/2021,Rathnapura,Weligepola,6.2829,80.7728,12.7,84,93,23.1,30.3,3.1,Forest,Mountain,No,No,No,8
5/7/2016,Rathnapura,Balangoda,6.2829,80.7728,40.7,84,99,23.4,32.1,2.7,Urban,Plateau,Yes,LandSlide,High,9.5
8/5/2016,Rathnapura,Godakawela,6.2992,80.2627,0,65,80,25.2,32.5,1.4,Urban,Mountain,No,No,No,16.7
4/18/2021,Rathnapura,Godakawela,6.2829,80.7728,0,71,96,24.6,33.8,1.6,Forest,Plateau,No,No,No,11.2
7/15/2021,Rathnapura,Kalawana,6.9826,80.6728,2.1,85,95,24.2,30.1,1.8,Forest,Mountain,No,No,No,12.5
3/15/2021,Rathnapura,Balangoda,6.3993,80.6283,0.1,70,92,22.3,33.5,3.1,Forest,Plateau,No,No,No,9.2
5/16/2016,Rathnapura,Nivithigala,6.6828,80.3992,63.1,93,97,22.6,25.9,2.3,Forest,Plateau,Yes,Landslide,Medium,14.1
5/2/2021,Rathnapura,Kolonna,6.2829,80.7728,1.8,78,96,23.4,33.7,1.6,Urban,Mountain,No,No,No,10.1
5/15/2016,Rathnapura,Godakawela,6.3993,80.6283,136,97,97,23.8,25.1,2.5,Forest,Valley,Yes,Landslide,Medium,16.7
2/9/2021,Rathnapura,Pelmadulla,6.6828,80.3992,0,69,96,22.4,33.9,2.6,Grassland,Valley,No,No,No,8
8/19/2021,Rathnapura,Godakawela,6.9826,80.6728,0,71,94,23.8,32.3,1.6,Urban,Plateau,No,No,No,14.1
4/1/2021,Rathnapura,Pelmadulla,6.9826,80.6728,0,70,93,24.6,33.4,1.8,Forest,Plateau,No,No,No,12.5
7/7/2021,Rathnapura,Godakawela,6.7182,80.3129,30.8,78,96,23.9,31.4,1.8,Forest,Plateau,No,No,No,11.2
3/12/2016,Rathnapura,Nivithigala,6.2829,80.7728,0,69,95,24.8,34.4,3.1,Urban,Valley,No,No,No,14.1
7/20/2016,Rathnapura,Kahawaththa,6.9826,80.6728,0,73,89,24.5,31.6,1.6,Forest,Valley,No,No,No,11.2
7/1/2021,Rathnapura,Godakawela,6.9826,80.6728,37.9,93,96,23.7,30,3,Forest,Plateau,No,No,No,4.6
3/24/2016,Rathnapura,Kalawana,6.6228,80.1178,2.9,64,92,24.6,35.7,1.9,Urban,Valley,No,No,No,9.5
3/10/2016,Rathnapura,Opanayaka,6.6228,80.1178,5,82,97,24.6,35.6,1.6,Forest,Plateau,No,No,No,18.4
10/30/2021,Rathnapura,Kalawana,6.2992,80.2627,10.5,86,96,23.6,30.2,2.7,Grassland,Mountain,No,No,No,12.3
3/26/2016,Rathnapura,Weligepola,6.2829,80.7728,0,66,89,23.7,35.5,1.5,Forest,Mountain,No,No,No,11.2
9/17/2021,Rathnapura,Elapatha,6.6228,80.1178,24.8,88,97,24.1,30.4,2.7,Forest,Valley,Yes,Flood,High,8
4/17/2021,Rathnapura,Godakawela,6.2992,80.2627,2.6,77,95,23.5,33.7,1.8,Urban,Plateau,No,No,No,10.8
1/16/2021,Rathnapura,Kalawana,6.2992,80.2627,62.8,85,69,23.1,30.6,1.8,Forest,Plateau,No,No,No,10.1
3/30/2016,Rathnapura,Pelmadulla,6.9826,80.6728,87.6,80,98,23,33.6,2.5,Grassland,Plateau,Yes,Flood,Medium,4.6
4/30/2021,Rathnapura,Kolonna,6.6228,80.1178,0.2,83,96,24.2,31,2.3,Grassland,Mountain,No,No,No,9.2
3/23/2021,Rathnapura,Godakawela,6.6828,80.3992,0.5,77,96,22.3,33.1,3.1,Grassland,Plateau,No,No,No,18.4
2/29/2016,Rathnapura,Weligepola,6.6828,80.3992,0.8,66,98,24,35.6,3.1,Forest,Mountain,No,No,No,7.4
8/17/2021,Rathnapura,Balangoda,6.6828,80.3992,6.4,75,95,23.5,30.9,2.3,Urban,Mountain,No,No,No,18.4
3/29/2016,Rathnapura,Pelmadulla,6.7182,80.3129,10.1,68,98,23,35.4,2.1,Urban,Valley,Yes,Flood,Medium,8.9
9/19/2021,Rathnapura,Imbulpe,6.2829,80.7728,0,75,94,23.5,32.7,2.7,Grassland,Valley,Yes,LandSlide,Medium,20.2
10/10/2021,Rathnapura,Godakawela,6.2829,80.7728,32.2,87,94,24.5,30.9,3.1,Grassland,Mountain,No,No,No,20.2
1/15/2021,Rathnapura,Nivithigala,6.6228,80.1178,0,85,71,22.6,30.3,2.3,Forest,Valley,No,No,No,9.5
5/10/2021,Rathnapura,Godakawela,6.3993,80.6283,50.5,86,97,23.7,33.8,1.5,Urban,Plateau,Yes,Flood,High,8.9
9/16/2021,Rathnapura,Rathnapura,6.9826,80.6728,14.7,85,94,23.2,30.6,1.6,Forest,Mountain,Yes,Flood,High,12.5
8/25/2021,Rathnapura,Godakawela,6.7182,80.3129,15.2,90,97,23.2,30.3,2.3,Grassland,Valley,No,No,No,9.5
6/16/2016,Rathnapura,Godakawela,6.6228,80.1178,0,75,83,25.8,30.8,2,Forest,Plateau,No,No,No,8
3/7/2016,Rathnapura,Balangoda,6.6828,80.3992,32.6,65,96,23.3,35,2.5,Forest,Valley,Yes,Flood,Medium,8
3/23/2021,Rathnapura,Godakawela,6.6828,80.3992,0.5,77,96,22.3,33.1,3.1,Grassland,Plateau,No,No,No,18.4
5/31/2016,Rathnapura,Godakawela,6.7182,80.3129,15.6,89,97,23.7,29.6,2.5,Grassland,Plateau,No,No,No,14.1
10/18/2021,Rathnapura,Opanayaka,6.3993,80.6283,5.8,76,95,23.6,31.1,3.2,Grassland,Plateau,Yes,Flood,Medium,9.2
5/15/2021,Rathnapura,Kalawana,6.2992,80.2627,0,78,91,23.3,31,2.5,Urban,Plateau,No,No,No,12.5
7/21/2021,Rathnapura,Embilipitiya,6.7182,80.3129,8,68,84,25.9,31.4,1.8,Grassland,Plateau,No,No,No,10.1
6/22/2021,Rathnapura,Nivithigala,6.6828,80.3992,2.7,81,81,24.1,30.6,2.2,Urban,Mountain,No,No,No,7.4
4/19/2021,Rathnapura,Godakawela,6.3993,80.6283,3.1,72,96,23.4,33.5,2.7,Urban,Plateau,No,No,No,12.5
7/17/2016,Rathnapura,Balangoda,6.3993,80.6283,0,79,95,22.6,30.9,2.5,Grassland,Mountain,No,No,No,9.2
5/10/2016,Rathnapura,Godakawela,6.7182,80.3129,5.6,86,98,23.4,32.5,2.3,Forest,Mountain,No,No,No,12.5
2/12/2021,Rathnapura,Pelmadulla,6.6228,80.1178,0,64,94,21.3,34.4,2.5,Grassland,Valley,No,No,No,7.2
8/22/2016,Rathnapura,Kalawana,6.6828,80.3992,11.2,92,96,24.2,28.5,1.6,Forest,Mountain,No,No,No,20.2
9/15/2021,Rathnapura,Kiriella,6.7182,80.3129,24.9,87,96,24.2,31,1.8,Forest,Plateau,Yes,Flood,High,11.2
10/26/2021,Rathnapura,Imbulpe,6.6828,80.3992,20,85,97,22.1,31.2,1.8,Forest,Mountain,No,No,No,16.7
6/16/2016,Rathnapura,Godakawela,6.6228,80.1178,0,75,83,25.8,30.8,2,Forest,Plateau,No,No,No,8
5/11/2021,Rathnapura,Godakawela,6.6828,80.3992,48.8,70,96,24,34,1.8,Grassland,Mountain,Yes,Flood,High,20.2
8/7/2021,Rathnapura,Pelmadulla,6.2992,80.2627,17.8,89,93,24.2,28.7,3.1,Forest,Valley,No,No,No,7.2
3/29/2016,Rathnapura,Pelmadulla,6.7182,80.3129,10.1,68,98,23,35.4,2.1,Urban,Valley,Yes,Flood,Medium,8.9
8/1/2016,Rathnapura,Balangoda,6.6828,80.3992,0,71,81,24.2,30.9,2.3,Grassland,Valley,No,No,No,8
